Pop Size,Gene Count,Point Mutate Rate,Shrink Mutate Rate,Grow Mutate Rate,Iteration,Max Fitness,Mean Fitness,Mean Links,Max Links
10,3,0.1,0.25,0.1,21,13.050566643152543,4.826471213984183,14.5,40
10,3,0.1,0.25,0.1,22,13.417,7.079,9.0,22
10,3,0.1,0.25,0.1,22,13.416654017909506,7.079062479582603,8.7,22
10,3,0.1,0.25,0.1,23,16.722,8.636,8.0,17
10,3,0.1,0.25,0.1,23,16.72191914006229,8.63586358009413,8.4,17
10,3,0.1,0.25,0.1,24,16.621,6.84,7.0,13
10,3,0.1,0.25,0.1,24,16.620680971802063,6.8403859925359995,7.3,13
10,3,0.1,0.25,0.1,25,16.934,8.546,10.0,21
10,3,0.1,0.25,0.1,25,16.933865289716817,8.546137759109216,9.8,21
10,3,0.1,0.25,0.1,26,17.126,7.224,10.0,23
10,3,0.1,0.25,0.1,26,17.125597152016372,7.223827497595417,10.2,23
10,3,0.1,0.25,0.1,27,17.119,5.95,8.0,31
10,3,0.1,0.25,0.1,27,17.118585157194506,5.949924473013005,8.5,31
10,3,0.1,0.25,0.1,28,15.747,8.172,7.0,13
10,3,0.1,0.25,0.1,28,15.747420705685157,8.17237366739802,7.2,13
10,3,0.1,0.25,0.1,29,34.922,7.865,8.0,22
10,3,0.1,0.25,0.1,29,34.92208664426498,7.865061012361106,7.6,22
10,3,0.1,0.25,0.1,30,34.442,5.499,12.0,22
10,3,0.1,0.25,0.1,30,34.442300857845666,5.499012864820136,11.8,22
10,3,0.1,0.25,0.1,31,30.947,6.866,13.0,22
10,3,0.1,0.25,0.1,31,30.946882354628595,6.865615052993019,13.0,22
10,3,0.1,0.25,0.1,32,33.697,9.094,16.0,26
10,3,0.1,0.25,0.1,32,33.69686752563845,9.093706919674366,15.8,26
10,3,0.1,0.25,0.1,33,33.198,8.073,17.0,37
10,3,0.1,0.25,0.1,33,33.19792092265782,8.073470561449964,16.6,37
10,3,0.1,0.25,0.1,34,32.937,9.201,21.0,55
10,3,0.1,0.25,0.1,34,32.9368968747357,9.200913185198843,21.1,55
10,3,0.1,0.25,0.1,35,31.184,7.042,12.0,22
10,3,0.1,0.25,0.1,35,31.18439361881231,7.042497089076837,12.3,22
10,3,0.1,0.25,0.1,36,34.46,7.568,14.0,32
10,3,0.1,0.25,0.1,36,34.460383478268646,7.568114851872416,13.5,32
10,3,0.1,0.25,0.1,37,34.271,7.263,17.0,63
10,3,0.1,0.25,0.1,37,34.27130883466645,7.262954469974266,17.2,63
10,3,0.1,0.25,0.1,38,32.707,6.161,13.0,27
10,3,0.1,0.25,0.1,38,32.70739175047541,6.160596236843501,13.3,27
10,3,0.1,0.25,0.1,39,32.031,7.042,13.0,22
10,3,0.1,0.25,0.1,39,32.03127449702765,7.042358020119335,13.1,22
10,3,0.1,0.25,0.1,40,34.962,9.642,13.0,23
10,3,0.1,0.25,0.1,40,34.961628305454134,9.641729446683241,12.6,23
10,3,0.1,0.25,0.1,41,29.945,8.65,12.0,26
10,3,0.1,0.25,0.1,41,29.944697314733126,8.650382816184864,12.3,26
10,3,0.1,0.25,0.1,42,34.014,6.658,14.0,22
10,3,0.1,0.25,0.1,42,34.01409560036487,6.657634007563894,13.6,22
10,3,0.1,0.25,0.1,43,32.7,6.617,14.0,31
10,3,0.1,0.25,0.1,43,32.69954927391567,6.617377080387827,13.5,31
10,3,0.1,0.25,0.1,44,31.223,8.072,18.0,28
10,3,0.1,0.25,0.1,44,31.222936960379872,8.072256683533091,18.2,28
10,3,0.1,0.25,0.1,45,30.927,6.536,14.0,22
10,3,0.1,0.25,0.1,45,30.927455050116098,6.535565973468612,13.6,22
10,3,0.1,0.25,0.1,46,31.662,6.892,17.0,33
10,3,0.1,0.25,0.1,46,31.66183019588336,6.892343287164368,17.2,33
10,3,0.1,0.25,0.1,47,31.917,8.99,16.0,22
10,3,0.1,0.25,0.1,47,31.9167903988571,8.990294800599887,15.5,22
10,3,0.1,0.25,0.1,48,32.456,7.456,16.0,42
10,3,0.1,0.25,0.1,48,32.45598851308115,7.455583798750828,15.7,42
10,3,0.1,0.25,0.1,49,35.391,7.632,17.0,37
10,3,0.1,0.25,0.1,49,35.39135263044852,7.631784318414857,16.7,37
10,3,0.1,0.25,0.1,50,30.566,7.697,12.0,22
10,3,0.1,0.25,0.1,50,30.5662445772497,7.696643411221496,11.8,22
10,3,0.1,0.25,0.1,51,30.737,9.435,14.0,26
10,3,0.1,0.25,0.1,51,30.737493865717255,9.435071328316626,13.9,26
10,3,0.1,0.25,0.1,52,31.144,6.769,15.0,49
10,3,0.1,0.25,0.1,52,31.143503884871112,6.7693015211328085,14.7,49
10,3,0.1,0.25,0.1,53,33.079,6.727,10.0,22
10,3,0.1,0.25,0.1,53,33.078951027544605,6.7268330100601474,10.5,22
10,3,0.1,0.25,0.1,54,33.388,8.734,11.0,22
10,3,0.1,0.25,0.1,54,33.38819267675146,8.73371693692484,11.1,22
10,3,0.1,0.25,0.1,55,32.466,8.427,11.0,23
10,3,0.1,0.25,0.1,55,32.46612923250205,8.427349714121897,10.6,23
10,3,0.1,0.25,0.1,56,39.839,12.008,17.0,25
10,3,0.1,0.25,0.1,56,39.83893026647782,12.00831828462151,16.9,25
10,3,0.1,0.25,0.1,57,31.452,10.761,16.0,25
10,3,0.1,0.25,0.1,57,31.452280697570327,10.761131502898596,16.4,25
10,3,0.1,0.25,0.1,58,32.848,6.32,12.0,22
10,3,0.1,0.25,0.1,58,32.84796253418202,6.320274407629695,12.1,22
10,3,0.1,0.25,0.1,59,31.902,6.559,13.0,25
10,3,0.1,0.25,0.1,59,31.90160949409794,6.559050486171756,13.1,25
10,3,0.1,0.25,0.1,60,34.092,7.121,12.0,26
10,3,0.1,0.25,0.1,60,34.09180691858549,7.121106680372712,11.9,26
10,3,0.1,0.25,0.1,61,29.826,8.092,12.0,22
10,3,0.1,0.25,0.1,61,29.825613810182524,8.091768019887429,12.1,22
10,3,0.1,0.25,0.1,62,33.8,8.354,18.0,22
10,3,0.1,0.25,0.1,62,33.80006653323508,8.354337151319102,17.6,22
10,3,0.1,0.25,0.1,63,33.727,10.779,14.0,22
10,3,0.1,0.25,0.1,63,33.727255723105365,10.778992416245588,14.4,22
10,3,0.1,0.25,0.1,64,25.017,8.729,11.0,22
10,3,0.1,0.25,0.1,64,25.01669642566487,8.729218907661656,11.1,22
10,3,0.1,0.25,0.1,65,21.337,5.633,10.0,22
10,3,0.1,0.25,0.1,65,21.336640199847754,5.632845200620484,10.4,22
10,3,0.1,0.25,0.1,66,32.952,8.881,10.0,16
10,3,0.1,0.25,0.1,66,32.952355331031164,8.880756939445433,10.4,16
10,3,0.1,0.25,0.1,67,39.666,8.839,8.0,16
10,3,0.1,0.25,0.1,67,39.66641310399431,8.83949210520279,7.8,16
10,3,0.1,0.25,0.1,68,33.148,6.0,7.0,16
10,3,0.1,0.25,0.1,68,33.14798087436687,5.999873659540427,6.8,16
10,3,0.1,0.25,0.1,69,19.304,6.469,9.0,16
10,3,0.1,0.25,0.1,69,19.30374583558285,6.468506321322378,8.7,16
10,3,0.1,0.25,0.1,70,38.951,8.655,9.0,16
10,3,0.1,0.25,0.1,70,38.951413493859064,8.655334155381633,8.6,16
10,3,0.1,0.25,0.1,71,21.582,6.818,9.0,16
10,3,0.1,0.25,0.1,71,21.582312867653425,6.8179409126260655,9.0,16
10,3,0.1,0.25,0.1,72,36.471,7.252,7.0,16
10,3,0.1,0.25,0.1,72,36.47073011927096,7.252167962809159,7.4,16
10,3,0.1,0.25,0.1,73,32.094,6.317,7.0,16
10,3,0.1,0.25,0.1,73,32.093525232329625,6.317150685608622,6.9,16
10,3,0.1,0.25,0.1,74,29.202,9.261,7.0,16
10,3,0.1,0.25,0.1,74,29.201658566706673,9.260531167089578,7.2,16
10,3,0.1,0.25,0.1,75,23.747,7.702,9.0,16
10,3,0.1,0.25,0.1,75,23.747258480412125,7.701887211580855,9.3,16
10,3,0.1,0.25,0.1,76,29.489,6.842,12.0,17
10,3,0.1,0.25,0.1,76,29.488800980715716,6.842219648012386,12.1,17
10,3,0.1,0.25,0.1,77,19.675,7.158,9.0,16
10,3,0.1,0.25,0.1,77,19.675254639013524,7.15753791711538,8.6,16
10,3,0.1,0.25,0.1,78,37.456,8.501,8.0,16
10,3,0.1,0.25,0.1,78,37.455509260715566,8.50128686347892,8.0,16
10,3,0.1,0.25,0.1,79,6.734,4.383,8.0,23
10,3,0.1,0.25,0.1,79,6.733776033021172,4.382679807772351,8.5,23
10,3,0.1,0.25,0.1,80,6.61,4.611,8.0,16
10,3,0.1,0.25,0.1,80,6.60959759908975,4.611159151536586,8.0,16
10,3,0.1,0.25,0.1,81,7.357,4.652,7.0,15
10,3,0.1,0.25,0.1,81,7.356554177009231,4.651965951821804,7.0,15
10,3,0.1,0.25,0.1,82,7.549,5.438,8.0,31
10,3,0.1,0.25,0.1,82,7.549171828099617,5.437767184553782,8.4,31
10,3,0.1,0.25,0.1,83,8.569,4.672,4.0,15
10,3,0.1,0.25,0.1,83,8.569001645415517,4.671705202201185,4.2,15
10,3,0.1,0.25,0.1,84,8.813,5.208,4.0,7
10,3,0.1,0.25,0.1,84,8.812863584629852,5.208123345246986,3.5,7
10,3,0.1,0.25,0.1,85,9.101,5.621,4.0,8
10,3,0.1,0.25,0.1,85,9.100797608475839,5.621167191799314,4.3,8
10,3,0.1,0.25,0.1,86,9.167,5.35,4.0,9
10,3,0.1,0.25,0.1,86,9.167112432558104,5.35019147813092,3.7,9
10,3,0.1,0.25,0.1,87,9.137,4.403,4.0,19
10,3,0.1,0.25,0.1,87,9.137409280339895,4.402614404022062,4.2,19
10,3,0.1,0.25,0.1,88,9.413,4.967,3.0,4
10,3,0.1,0.25,0.1,88,9.413093833241295,4.9667676134529,2.7,4
10,3,0.1,0.25,0.1,89,9.374,4.209,2.0,4
10,3,0.1,0.25,0.1,89,9.374153002993708,4.208634618118954,2.4,4
10,3,0.1,0.25,0.1,90,9.335,5.767,3.0,4
10,3,0.1,0.25,0.1,90,9.334625465788438,5.7674771815119135,2.8,4
10,3,0.1,0.25,0.1,91,9.715,7.013,3.0,5
10,3,0.1,0.25,0.1,91,9.71452819621351,7.012851600258346,3.3,5
10,3,0.1,0.25,0.1,92,10.239,7.305,3.0,4
10,3,0.1,0.25,0.1,92,10.238500021371399,7.3049512688631335,2.6,4
10,3,0.1,0.25,0.1,93,10.414,6.833,3.0,9
10,3,0.1,0.25,0.1,93,10.413779015409016,6.833104974573516,3.4,9
10,3,0.1,0.25,0.1,94,10.137,4.747,2.0,5
10,3,0.1,0.25,0.1,94,10.136831554338222,4.746545159811518,1.8,5
10,3,0.1,0.25,0.1,95,10.141,5.283,1.0,3
10,3,0.1,0.25,0.1,95,10.141257026050377,5.283431946451375,1.4,3
10,3,0.1,0.25,0.1,96,10.224,6.453,2.0,4
10,3,0.1,0.25,0.1,96,10.223936313706224,6.452624318597934,2.5,4
10,3,0.1,0.25,0.1,97,10.613,5.014,2.0,4
10,3,0.1,0.25,0.1,97,10.613209112110862,5.013754610979274,2.2,4
10,3,0.1,0.25,0.1,98,12.791,6.909,3.0,4
10,3,0.1,0.25,0.1,98,12.790936152117764,6.909467724880452,2.6,4
10,3,0.1,0.25,0.1,99,12.688,6.764,3.0,7
10,3,0.1,0.25,0.1,99,12.688389611004053,6.76422076262607,2.8,7
20,4,0.2,0.2,0.2,0,7.707,2.96,9.0,28
20,4,0.2,0.2,0.2,0,7.707457053455493,2.960234803840444,9.35,28
20,4,0.2,0.2,0.2,1,8.011,4.522,9.0,28
20,4,0.2,0.2,0.2,1,8.010518892973721,4.521752935059383,9.0,28
20,4,0.2,0.2,0.2,2,10.641,5.069,7.0,21
20,4,0.2,0.2,0.2,2,10.640894510103129,5.068639821227339,7.45,21
20,4,0.2,0.2,0.2,3,10.697,4.159,6.0,13
20,4,0.2,0.2,0.2,3,10.697136259916087,4.158651063017553,5.95,13
20,4,0.2,0.2,0.2,4,12.552,6.119,6.0,13
20,4,0.2,0.2,0.2,4,12.551824281841668,6.119319084388608,5.6,13
20,4,0.2,0.2,0.2,5,14.418,6.066,4.0,9
20,4,0.2,0.2,0.2,5,14.418437800751583,6.0656732647670415,4.15,9
20,4,0.2,0.2,0.2,6,16.006,6.623,4.0,6
20,4,0.2,0.2,0.2,6,16.006445011358394,6.623165108774762,4.1,6
20,4,0.2,0.2,0.2,7,16.186,4.932,4.0,6
20,4,0.2,0.2,0.2,7,16.18587154917906,4.932373721653315,3.95,6
20,4,0.2,0.2,0.2,8,15.447,5.7,4.0,7
20,4,0.2,0.2,0.2,8,15.447006620442998,5.700439913732621,3.75,7
20,4,0.2,0.2,0.2,9,15.306,6.698,4.0,6
20,4,0.2,0.2,0.2,9,15.305699303878308,6.697854754549104,3.6,6
20,4,0.2,0.2,0.2,10,16.054,5.942,4.0,9
20,4,0.2,0.2,0.2,10,16.05401093291272,5.941694075305778,4.1,9
20,4,0.2,0.2,0.2,11,15.896,6.985,4.0,6
20,4,0.2,0.2,0.2,11,15.895976791122315,6.984641565904306,4.0,6
20,4,0.2,0.2,0.2,12,15.855,5.39,4.0,7
20,4,0.2,0.2,0.2,12,15.85500708651876,5.3903513297125665,3.8,7
20,4,0.2,0.2,0.2,13,16.184,4.774,4.0,7
20,4,0.2,0.2,0.2,13,16.184381026869968,4.773981406374363,3.5,7
20,4,0.2,0.2,0.2,14,14.774,5.422,4.0,6
20,4,0.2,0.2,0.2,14,14.773697355272315,5.422415609029914,3.6,6
20,4,0.2,0.2,0.2,15,14.224,6.834,4.0,8
20,4,0.2,0.2,0.2,15,14.223549184268801,6.833820229966207,4.2,8
20,4,0.2,0.2,0.2,16,17.01,6.347,5.0,14
20,4,0.2,0.2,0.2,16,17.00964756786502,6.34653959676897,4.75,14
20,4,0.2,0.2,0.2,17,17.781,6.011,5.0,14
20,4,0.2,0.2,0.2,17,17.780512200384713,6.010636516306863,5.2,14
20,4,0.2,0.2,0.2,18,17.784,6.331,5.0,16
20,4,0.2,0.2,0.2,18,17.783603852572313,6.331202496284461,4.6,16
20,4,0.2,0.2,0.2,19,17.889,5.373,3.0,7
20,4,0.2,0.2,0.2,19,17.889231498412176,5.373232491165969,3.3,7
20,4,0.2,0.2,0.2,20,17.716,5.57,3.0,7
20,4,0.2,0.2,0.2,20,17.715521154734873,5.569931264724328,2.85,7
20,4,0.2,0.2,0.2,21,17.82,5.935,3.0,7
20,4,0.2,0.2,0.2,21,17.82021726954246,5.934693931492022,2.7,7
20,4,0.2,0.2,0.2,22,16.634,6.74,3.0,7
20,4,0.2,0.2,0.2,22,16.633574369344608,6.740299953685728,3.25,7
20,4,0.2,0.2,0.2,23,17.613,4.634,4.0,11
20,4,0.2,0.2,0.2,23,17.613314914863352,4.634244157473484,4.0,11
20,4,0.2,0.2,0.2,24,19.086,6.837,4.0,7
20,4,0.2,0.2,0.2,24,19.086121973641923,6.83674841893126,4.05,7
20,4,0.2,0.2,0.2,25,18.779,5.385,4.0,8
20,4,0.2,0.2,0.2,25,18.778592534123636,5.3852391316162835,3.6,8
20,4,0.2,0.2,0.2,26,14.102,6.401,4.0,10
20,4,0.2,0.2,0.2,26,14.101630950154993,6.401144917886592,3.95,10
20,4,0.2,0.2,0.2,27,15.134,5.001,4.0,11
20,4,0.2,0.2,0.2,27,15.13421648151944,5.001423690860489,4.4,11
20,4,0.2,0.2,0.2,28,13.314,6.213,4.0,11
20,4,0.2,0.2,0.2,28,13.313928093314281,6.213259335044286,3.85,11
20,4,0.2,0.2,0.2,29,13.299,5.735,4.0,9
20,4,0.2,0.2,0.2,29,13.298505720986011,5.735013711721733,3.6,9
20,4,0.2,0.2,0.2,30,13.526,5.582,4.0,9
20,4,0.2,0.2,0.2,30,13.525627493555145,5.581794991639811,4.0,9
20,4,0.2,0.2,0.2,31,12.896,5.815,5.0,12
20,4,0.2,0.2,0.2,31,12.896170931642624,5.814758264123628,4.95,12
20,4,0.2,0.2,0.2,32,12.916,3.493,4.0,7
20,4,0.2,0.2,0.2,32,12.915826317725536,3.492703371008074,3.5,7
20,4,0.2,0.2,0.2,33,13.526,4.116,3.0,5
20,4,0.2,0.2,0.2,33,13.525627493555145,4.1160157346308335,2.75,5
20,4,0.2,0.2,0.2,34,12.597,5.983,4.0,7
20,4,0.2,0.2,0.2,34,12.596830828255987,5.983356417315936,3.55,7
20,4,0.2,0.2,0.2,35,12.978,4.923,4.0,10
20,4,0.2,0.2,0.2,35,12.977764052181126,4.922918223602425,4.25,10
20,4,0.2,0.2,0.2,36,13.526,4.873,4.0,10
20,4,0.2,0.2,0.2,36,13.525627493555145,4.873093794257667,4.35,10
20,4,0.2,0.2,0.2,37,12.585,5.12,5.0,15
20,4,0.2,0.2,0.2,37,12.584719859825977,5.119721413813257,5.2,15
20,4,0.2,0.2,0.2,38,16.13,6.182,6.0,27
20,4,0.2,0.2,0.2,38,16.130174852505416,6.181626689985019,5.75,27
20,4,0.2,0.2,0.2,39,15.513,4.947,6.0,28
20,4,0.2,0.2,0.2,39,15.512860408853197,4.947232720359449,5.95,28
20,4,0.2,0.2,0.2,40,13.14,4.643,5.0,19
20,4,0.2,0.2,0.2,40,13.139876784378501,4.6426522244074935,4.55,19
20,4,0.2,0.2,0.2,41,15.228,6.735,6.0,19
20,4,0.2,0.2,0.2,41,15.227824667016016,6.734627688425789,5.75,19
20,4,0.2,0.2,0.2,42,14.814,6.076,6.0,21
20,4,0.2,0.2,0.2,42,14.813925660599784,6.075823834135416,6.3,21
20,4,0.2,0.2,0.2,43,15.228,6.276,7.0,40
20,4,0.2,0.2,0.2,43,15.227824667016016,6.276139800990441,7.4,40
20,4,0.2,0.2,0.2,44,15.513,4.474,6.0,31
20,4,0.2,0.2,0.2,44,15.512860408853197,4.473930128064253,6.25,31
20,4,0.2,0.2,0.2,45,15.903,5.813,4.0,10
20,4,0.2,0.2,0.2,45,15.903197429959059,5.813126896500492,4.0,10
20,4,0.2,0.2,0.2,46,15.445,5.969,4.0,9
20,4,0.2,0.2,0.2,46,15.445164674137443,5.969404067935861,4.15,9
20,4,0.2,0.2,0.2,47,15.629,5.046,4.0,8
20,4,0.2,0.2,0.2,47,15.629340834666548,5.046212146009774,4.3,8
20,4,0.2,0.2,0.2,48,15.903,6.36,4.0,15
20,4,0.2,0.2,0.2,48,15.903197429959059,6.3598872291906785,4.5,15
20,4,0.2,0.2,0.2,49,15.513,6.082,5.0,15
20,4,0.2,0.2,0.2,49,15.512860408853197,6.08229219839823,5.15,15
20,4,0.2,0.2,0.2,50,15.228,5.321,4.0,15
20,4,0.2,0.2,0.2,50,15.227824667016016,5.320836763619317,3.95,15
20,4,0.2,0.2,0.2,51,15.513,4.835,4.0,13
20,4,0.2,0.2,0.2,51,15.512860408853197,4.835289703135272,3.5,13
20,4,0.2,0.2,0.2,52,12.861,5.189,5.0,13
20,4,0.2,0.2,0.2,52,12.861391029349821,5.1893346727590295,4.8,13
20,4,0.2,0.2,0.2,53,15.228,6.323,5.0,13
20,4,0.2,0.2,0.2,53,15.227824667016016,6.322699044461848,4.55,13
20,4,0.2,0.2,0.2,54,14.882,6.19,5.0,13
20,4,0.2,0.2,0.2,54,14.882224050800327,6.189506528639617,5.2,13
20,4,0.2,0.2,0.2,55,14.824,6.267,4.0,10
20,4,0.2,0.2,0.2,55,14.82430282942998,6.267226900320816,4.05,10
20,4,0.2,0.2,0.2,56,14.882,6.323,4.0,10
20,4,0.2,0.2,0.2,56,14.882224050800327,6.3228385888896925,4.15,10
20,4,0.2,0.2,0.2,57,14.872,5.457,4.0,10
20,4,0.2,0.2,0.2,57,14.872391278211294,5.457375074338563,3.6,10
20,4,0.2,0.2,0.2,58,14.824,4.512,3.0,13
20,4,0.2,0.2,0.2,58,14.82430282187243,4.512021608098776,3.1,13
20,4,0.2,0.2,0.2,59,14.872,4.818,4.0,22
20,4,0.2,0.2,0.2,59,14.872391237761061,4.8183222290931065,3.85,22
20,4,0.2,0.2,0.2,60,14.859,5.25,3.0,31
20,4,0.2,0.2,0.2,60,14.859104668969856,5.2504411867614325,3.45,31
20,4,0.2,0.2,0.2,61,14.872,8.459,2.0,7
20,4,0.2,0.2,0.2,61,14.872391237761061,8.459072493800146,2.5,7
20,4,0.2,0.2,0.2,62,14.882,6.701,3.0,10
20,4,0.2,0.2,0.2,62,14.882224050800327,6.700812577863172,2.75,10
20,4,0.2,0.2,0.2,63,14.859,5.458,3.0,10
20,4,0.2,0.2,0.2,63,14.859104668969856,5.457657402734688,3.0,10
20,4,0.2,0.2,0.2,64,14.824,6.816,2.0,4
20,4,0.2,0.2,0.2,64,14.82430282187243,6.81566229906777,2.3,4
20,4,0.2,0.2,0.2,65,14.872,7.116,2.0,7
20,4,0.2,0.2,0.2,65,14.872391237761061,7.115629682526995,2.15,7
20,4,0.2,0.2,0.2,66,14.882,5.825,2.0,4
20,4,0.2,0.2,0.2,66,14.882224050800327,5.82475203911694,1.7,4
20,4,0.2,0.2,0.2,67,14.882,5.851,2.0,6
20,4,0.2,0.2,0.2,67,14.882223174290672,5.851114478112316,2.25,6
20,4,0.2,0.2,0.2,68,14.848,8.014,2.0,5
20,4,0.2,0.2,0.2,68,14.847627421900176,8.013702282663125,1.85,5
20,4,0.2,0.2,0.2,69,14.824,7.879,2.0,10
20,4,0.2,0.2,0.2,69,14.82430282187243,7.878710121323176,2.25,10
20,4,0.2,0.2,0.2,70,14.882,7.419,2.0,6
20,4,0.2,0.2,0.2,70,14.882224050800327,7.418964211340642,1.9,6
20,4,0.2,0.2,0.2,71,14.882,5.604,2.0,7
20,4,0.2,0.2,0.2,71,14.882224050800327,5.603617341441932,2.05,7
20,4,0.2,0.2,0.2,72,14.872,6.876,1.0,3
20,4,0.2,0.2,0.2,72,14.872391351189185,6.876317544400227,1.45,3
20,4,0.2,0.2,0.2,73,14.848,7.764,2.0,4
20,4,0.2,0.2,0.2,73,14.847627446830897,7.763680567626835,1.5,4
20,4,0.2,0.2,0.2,74,14.824,8.057,1.0,3
20,4,0.2,0.2,0.2,74,14.82430282187243,8.057498380585908,1.25,3
20,4,0.2,0.2,0.2,75,14.844,7.657,1.0,3
20,4,0.2,0.2,0.2,75,14.843790586655397,7.6566286224612154,1.35,3
20,4,0.2,0.2,0.2,76,14.872,8.683,2.0,7
20,4,0.2,0.2,0.2,76,14.872391237761061,8.68319556203423,1.55,7
20,4,0.2,0.2,0.2,77,14.882,8.156,1.0,6
20,4,0.2,0.2,0.2,77,14.882224050800327,8.156156153085961,1.45,6
20,4,0.2,0.2,0.2,78,14.882,7.424,1.0,4
20,4,0.2,0.2,0.2,78,14.882224050800327,7.423630802214602,1.45,4
20,4,0.2,0.2,0.2,79,14.872,6.956,1.0,3
20,4,0.2,0.2,0.2,79,14.872391237761061,6.956069490578715,1.45,3
20,4,0.2,0.2,0.2,80,14.848,7.288,2.0,4
20,4,0.2,0.2,0.2,80,14.847627421900176,7.287923477976801,1.6,4
20,4,0.2,0.2,0.2,81,14.824,6.793,2.0,5
20,4,0.2,0.2,0.2,81,14.82430282187243,6.792946249420981,1.95,5
20,4,0.2,0.2,0.2,82,14.859,7.818,2.0,10
20,4,0.2,0.2,0.2,82,14.859104668969856,7.817728577259551,2.4,10
20,4,0.2,0.2,0.2,83,14.882,7.267,2.0,5
20,4,0.2,0.2,0.2,83,14.882224050800327,7.266748675248022,1.75,5
20,4,0.2,0.2,0.2,84,14.872,7.102,2.0,4
20,4,0.2,0.2,0.2,84,14.872391237761061,7.102433056908145,1.65,4
20,4,0.2,0.2,0.2,85,14.848,7.006,2.0,4
20,4,0.2,0.2,0.2,85,14.847627421900176,7.006409819642739,1.8,4
20,4,0.2,0.2,0.2,86,14.859,6.832,2.0,4
20,4,0.2,0.2,0.2,86,14.859104668969856,6.832188204333422,1.7,4
20,4,0.2,0.2,0.2,87,14.872,6.65,2.0,4
20,4,0.2,0.2,0.2,87,14.872391237761061,6.649946939772934,1.7,4
20,4,0.2,0.2,0.2,88,14.882,7.763,2.0,9
20,4,0.2,0.2,0.2,88,14.882224050800327,7.762504648228747,2.0,9
20,4,0.2,0.2,0.2,89,14.882,6.319,2.0,9
20,4,0.2,0.2,0.2,89,14.882224050800327,6.318624247016443,2.45,9
20,4,0.2,0.2,0.2,90,14.848,7.642,2.0,9
20,4,0.2,0.2,0.2,90,14.847627421900176,7.641521894591688,2.4,9
20,4,0.2,0.2,0.2,91,14.859,6.803,2.0,10
20,4,0.2,0.2,0.2,91,14.859104668969856,6.803103266420571,2.2,10
