Pop Size,Gene Count,Point Mutate Rate,Shrink Mutate Rate,Grow Mutate Rate,Iteration,Max Fitness,Mean Fitness,Mean Links,Max Links
20,4,0.2,0.2,0.2,92,14.882,7.12,2.0,5
20,4,0.2,0.2,0.2,92,14.882224050800327,7.120127384047338,2.2,5
20,4,0.2,0.2,0.2,93,14.882,7.835,3.0,13
20,4,0.2,0.2,0.2,93,14.882224050800327,7.835324465529358,3.05,13
20,4,0.2,0.2,0.2,94,14.848,6.606,3.0,7
20,4,0.2,0.2,0.2,94,14.847627421900176,6.605726466103246,2.55,7
20,4,0.2,0.2,0.2,95,14.824,5.975,2.0,7
20,4,0.2,0.2,0.2,95,14.82430282187243,5.974644826633378,2.35,7
20,4,0.2,0.2,0.2,96,14.859,6.818,2.0,7
20,4,0.2,0.2,0.2,96,14.859104716286414,6.817595056213695,1.95,7
20,4,0.2,0.2,0.2,97,14.882,7.516,2.0,4
20,4,0.2,0.2,0.2,97,14.882224050800327,7.515964162189323,1.6,4
20,4,0.2,0.2,0.2,98,14.882,8.206,2.0,3
20,4,0.2,0.2,0.2,98,14.882224049651391,8.206226496751317,1.7,3
20,4,0.2,0.2,0.2,99,14.848,6.831,2.0,5
20,4,0.2,0.2,0.2,99,14.847627428188572,6.830640462251111,1.75,5
